"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"Few2",33,"sporer","firtly",170,1410,1237,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Most2",72,"pobbit","spippy",179,893,706,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Many2",44,"dorder","coggon",188,844,909,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Few2",79,"menner","nandow",192,627,855,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Many2",8,"gukbar","soarse",183,692,1002,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Few2",5,"strant","potind",1242,1629,932,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Many2",94,"menner","nandow",462,1301,897,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Few2",32,"chevel","podden",233,797,2980,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Few2",12,"mecket","plumry",307,851,747,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"More than half2",83,"shrile","athoid",213,924,930,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Many2",12,"werner","hurmer",184,740,826,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"More than half2",21,"pobbit","spippy",168,970,741,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Few2",12,"beckel","racual",375,765,1170,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Few2",97,"awplor","fasees",223,698,852,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Many2",21,"birler","enciad",165,698,769,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Few2",26,"pliper","sesare",226,566,1122,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",79,"bemble","squank",193,903,678,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",35,"zetten","unfobs",150,641,922,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",51,"pirter","secent",193,889,897,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",6,"pirter","secent",140,1684,649,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Many2",74,"bameta","unzast",172,1993,1133,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Most2",39,"puggle","entand",198,845,1011,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",92,"menner","nandow",830,2599,768,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",71,"schook","jabant",262,653,1497,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",84,"chevel","podden",199,934,590,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",56,"zetten","unfobs",177,669,1022,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Few2",91,"dorder","coggon",301,996,1047,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"More than half2",78,"schook","jabant",687,1971,938,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Most2",13,"cosutz","spover",339,1239,737,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Most2",27,"coamin","mucond",211,706,640,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"More than half2",71,"monter","melelt",195,629,968,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",83,"tecker","biller",220,831,744,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",45,"middor","drooty",299,1033,811,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",22,"werner","hurmer",189,883,915,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"More than half2",94,"puggle","entand",278,831,1234,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",56,"ingell","nalill",226,3239,1021,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",98,"padnet","fanely",391,882,1150,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Few2",62,"pobbit","spippy",1953,1611,696,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",69,"pobbit","spippy",201,925,603,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",91,"hadder","ollidy",190,1083,694,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",32,"beckel","racual",189,876,719,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",3,"pluset","stubad",217,1133,654,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",22,"coppar","hunene",186,810,704,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Few2",89,"ingell","nalill",162,854,740,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Many2",88,"jallem","sildal",158,1196,730,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Most2",66,"umpond","marire",286,620,1012,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",2,"gukbar","soarse",219,8592,1259,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",90,"menner","nandow",748,784,784,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Most2",84,"boddle","molill",265,1037,634,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Many2",39,"devole","sholly",200,1060,652,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",73,"sporer","firtly",192,869,693,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",9,"padnet","fanely",993,1601,1887,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Many2",87,"puggle","entand",271,814,715,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Few2",66,"shamer","bloifs",204,769,1444,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Few2",86,"jallem","sildal",502,891,841,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"More than half2",42,"isbant","unairs",267,825,904,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Many2",34,"tecker","biller",1002,602,630,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Few2",38,"puctor","recure",232,768,4232,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Most2",38,"chadop","shaple",169,1101,862,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"More than half2",9,"bemble","squank",173,806,765,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Most2",65,"raster","movell",210,1093,987,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Few2",29,"tecker","biller",193,2043,1958,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",39,"schook","jabant",261,784,1098,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",33,"ancits","smeath",214,975,814,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Few2",20,"ancits","smeath",159,918,860,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Most2",44,"chulks","vulhor",151,829,961,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Most2",86,"cather","funder",362,935,886,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Many2",56,"shrile","athoid",457,3201,1305,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Many2",62,"ancits","smeath",469,834,1289,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Most2",60,"bemble","squank",822,2617,915,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Many2",7,"middor","drooty",335,922,657,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",63,"raster","movell",464,1848,1185,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",82,"umpond","marire",990,1123,822,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"More than half2",86,"clidge","hensly",219,786,1153,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Most2",8,"tiklet","hullaw",171,1861,832,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Most2",70,"sporer","firtly",191,1053,792,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"More than half2",66,"spunge","wenple",219,790,634,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Few2",13,"pluset","stubad",230,868,908,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Many2",80,"mecket","plumry",194,819,902,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"More than half2",47,"raster","movell",235,860,884,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",43,"boddle","molill",250,810,686,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",43,"shrile","athoid",185,1765,1058,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",51,"middor","drooty",326,2637,1083,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"Few2",15,"tiklet","hullaw",775,1087,863,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"Many2",18,"cosutz","spover",152,982,656,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"More than half2",30,"ingell","nalill",195,816,659,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",26,"tecker","biller",183,1003,737,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Many2",84,"russer","huttle",135,928,650,FALSE,8,"Many2",1,TRUE,FALSE,FALSE
"Most2",1,"shrile","athoid",127,707,670,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",71,"padnet","fanely",165,1122,1104,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",5,"beckel","racual",173,848,896,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Most2",64,"pluset","stubad",234,759,1409,TRUE,8,"Most2",1,TRUE,FALSE,FALSE
"Few2",94,"fleeve","scalfs",200,838,795,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Few2",58,"bemble","squank",159,797,1084,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"More than half2",38,"cather","funder",194,2064,573,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",54,"boddle","molill",158,942,1057,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",74,"bameta","unzast",320,1266,864,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",95,"pliper","sesare",199,937,687,FALSE,8,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",28,"spunge","wenple",162,626,777,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"Many2",17,"pliper","sesare",176,810,776,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",38,"spunge","wenple",277,1048,1123,TRUE,8,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",32,"puctor","recure",198,855,697,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Most2",49,"hadder","ollidy",160,1689,738,FALSE,8,"Most2",0,TRUE,FALSE,FALSE
"More than half2",65,"kustle","reshix",438,1336,728,TRUE,8,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",45,"chevel","podden",142,1702,1165,FALSE,8,"More than half2",0,TRUE,FALSE,FALSE
"Many2",13,"shamer","bloifs",119,824,615,TRUE,8,"Many2",0,TRUE,FALSE,FALSE
"Few2",71,"puggle","entand",142,782,799,FALSE,8,"Few2",1,TRUE,FALSE,FALSE
"Few2",21,"cather","funder",164,909,1245,TRUE,8,"Few2",0,TRUE,FALSE,FALSE
"More than half2",6,"pluset","stubad",4064,3082,1734,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Many2",40,"pobbit","spippy",2427,1774,1674,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",64,"shrile","athoid",2195,1491,1332,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",48,"pobbit","spippy",1877,1251,3400,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Many2",3,"devole","sholly",1640,1246,1125,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"More than half2",61,"kustle","reshix",890,1649,1561,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Many2",70,"middor","drooty",1158,1592,1505,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",39,"puggle","entand",689,673,1290,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"More than half2",12,"coppar","hunene",605,535,1777,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",19,"russer","huttle",895,556,1392,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",79,"pluset","stubad",675,347,1189,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",12,"raster","movell",331,398,959,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Most2",49,"dorder","coggon",508,383,1109,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",30,"russer","huttle",625,435,809,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Many2",69,"kustle","reshix",655,401,780,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",67,"pengyl","sedest",483,438,1506,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",24,"shurry","preser",544,623,1553,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",65,"mecket","plumry",1353,1116,1493,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",14,"strant","potind",1060,571,1604,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",10,"strant","potind",4876,561,3367,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",99,"shamer","bloifs",1399,750,1390,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",20,"tecker","biller",569,464,875,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",88,"awplor","fasees",550,550,1380,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",20,"chevel","podden",762,538,1708,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",70,"dorder","coggon",886,452,1554,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",10,"jallem","sildal",894,403,896,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",73,"menner","nandow",475,18252,2560,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",37,"puctor","recure",2082,560,1859,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",65,"ancits","smeath",1268,486,1418,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Most2",74,"cosutz","spover",818,816,859,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",29,"shamer","bloifs",1045,531,1252,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",19,"spunge","wenple",459,485,2233,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",33,"shurry","preser",461,418,1143,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Most2",53,"pengyl","sedest",592,432,3453,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",14,"zetten","unfobs",514,804,1527,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",59,"ingell","nalill",589,473,1672,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",43,"puctor","recure",692,763,855,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",65,"coamin","mucond",400,831,1602,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",9,"hadder","ollidy",464,639,714,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Most2",20,"umpond","marire",292,562,1138,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",95,"schook","jabant",327,534,813,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",64,"russer","huttle",673,495,1595,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",62,"boddle","molill",2045,425,855,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",15,"devole","sholly",310,527,841,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"More than half2",8,"isbant","unairs",478,493,885,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",64,"chadop","shaple",314,629,931,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Most2",65,"gukbar","soarse",462,539,848,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",20,"gukbar","soarse",604,943,1508,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",1,"pirter","secent",1051,951,837,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",86,"kustle","reshix",577,433,1454,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",40,"pliper","sesare",806,972,750,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Most2",91,"monter","melelt",910,1570,890,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Most2",5,"chevel","podden",1017,698,943,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Many2",76,"cosutz","spover",658,619,834,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",78,"chulks","vulhor",974,711,1256,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",90,"ancits","smeath",721,774,648,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",14,"pobbit","spippy",838,671,1209,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",69,"fleeve","scalfs",562,939,1170,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",46,"umpond","marire",570,513,1037,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",27,"cather","funder",705,6106,4419,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Few2",62,"clidge","hensly",946,6370,1359,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",64,"shurry","preser",776,899,854,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Many2",6,"clidge","hensly",1026,1083,704,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",29,"shrile","athoid",793,424,952,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",45,"chulks","vulhor",828,886,1546,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",40,"werner","hurmer",799,980,1289,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Many2",78,"schook","jabant",431,801,1490,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",52,"werner","hurmer",558,1083,1514,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",22,"monter","melelt",717,744,1069,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Most2",47,"jallem","sildal",981,762,1284,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Many2",72,"beckel","racual",1398,833,857,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",43,"puctor","recure",660,919,925,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"More than half2",49,"cather","funder",909,2944,879,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Many2",95,"bemble","squank",485,1529,825,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",32,"fleeve","scalfs",440,3421,1035,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Most2",34,"boddle","molill",631,611,652,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Many2",4,"spunge","wenple",475,666,679,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",72,"pirter","secent",520,1126,2079,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",18,"menner","nandow",406,714,609,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",46,"ancits","smeath",527,1190,2002,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",33,"pirter","secent",450,740,1457,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",19,"ancits","smeath",443,1135,627,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",53,"padnet","fanely",802,1175,1165,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",81,"bameta","unzast",1126,1187,820,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",39,"coppar","hunene",1241,1056,652,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"More than half2",92,"shamer","bloifs",852,2008,1059,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",81,"raster","movell",287,605,1263,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",72,"birler","enciad",748,643,1359,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",40,"devole","sholly",341,1663,735,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",72,"dorder","coggon",373,470,947,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",96,"shamer","bloifs",589,567,1013,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Many2",73,"coppar","hunene",993,1380,1047,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",67,"menner","nandow",514,636,573,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",84,"spunge","wenple",912,450,938,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Most2",32,"bameta","unzast",605,476,1173,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",74,"devole","sholly",996,865,910,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",63,"umpond","marire",732,465,928,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",42,"fleeve","scalfs",475,395,1600,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",81,"spunge","wenple",970,499,922,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",39,"beckel","racual",514,518,959,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",76,"zetten","unfobs",822,526,1078,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",38,"awplor","fasees",1000,25438,1078,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",32,"bameta","unzast",738,808,815,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",73,"spunge","wenple",2065,894,977,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",57,"chadop","shaple",464,626,1199,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",88,"chulks","vulhor",781,1002,688,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",82,"coamin","mucond",667,1956,705,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Many2",76,"bameta","unzast",508,668,1553,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",84,"tiklet","hullaw",13292,910,1237,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Many2",87,"coamin","mucond",527,573,1121,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",58,"mecket","plumry",507,593,1968,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",95,"middor","drooty",859,21018,1355,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",59,"gukbar","soarse",892,919,1184,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",6,"middor","drooty",550,2141,2371,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",88,"chevel","podden",964,746,1171,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",89,"pobbit","spippy",1341,1275,1406,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",48,"zetten","unfobs",3072,564,1394,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",55,"sporer","firtly",494,666,1258,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",29,"ancits","smeath",605,859,1561,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Few2",92,"tiklet","hullaw",3441,701,1531,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",89,"isbant","unairs",712,511,1027,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",4,"tecker","biller",2344,873,849,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",55,"padnet","fanely",1277,1151,1473,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",95,"cather","funder",513,593,933,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",65,"cather","funder",2773,627,1310,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",93,"strant","potind",980,1649,1161,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",82,"bameta","unzast",1123,627,1278,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",89,"strant","potind",1970,663,1047,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",30,"raster","movell",644,514,1031,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Many2",4,"shamer","bloifs",2650,593,3746,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",90,"ingell","nalill",2764,624,1505,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",29,"tiklet","hullaw",1090,679,1059,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",53,"cosutz","spover",1414,568,1564,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",85,"shurry","preser",691,502,1050,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",22,"pliper","sesare",437,538,812,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",28,"schook","jabant",3701,372,3800,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",79,"tecker","biller",1153,2135,1094,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",51,"chevel","podden",342,568,2101,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",97,"pliper","sesare",868,561,2854,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",71,"werner","hurmer",3961,2330,1290,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",78,"monter","melelt",1786,624,1174,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Most2",26,"cather","funder",676,1093,848,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",35,"padnet","fanely",703,847,1302,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",23,"bemble","squank",787,700,788,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Few2",76,"hadder","ollidy",16379,697,1422,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",35,"tecker","biller",523,544,1103,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",34,"boddle","molill",1291,540,895,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Most2",41,"sporer","firtly",664,648,1149,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",11,"puggle","entand",830,590,1350,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",28,"pliper","sesare",629,633,1024,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Few2",51,"strant","potind",1100,2442,4291,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",79,"puggle","entand",10146,424,1380,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
