"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"Fewer than half2",82,"chadop","shaple",99,264,739,FALSE,53,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",96,"mecket","plumry",76,168,1123,FALSE,53,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",30,"awplor","fasees",90,209,544,TRUE,53,"Many2",0,TRUE,FALSE,FALSE
"Most2",20,"clidge","hensly",88,202,625,FALSE,53,"Most2",0,TRUE,FALSE,FALSE
"Most2",44,"zetten","unfobs",100,291,641,FALSE,53,"Most2",0,TRUE,FALSE,FALSE
"More than half2",49,"chulks","vulhor",116,264,985,FALSE,53,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",9,"birler","enciad",133,295,1031,TRUE,53,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",9,"hadder","ollidy",95,370,751,FALSE,53,"Most2",0,TRUE,FALSE,FALSE
"Few2",82,"pirter","secent",143,227,717,FALSE,53,"Few2",1,TRUE,FALSE,FALSE
"Many2",41,"kustle","reshix",106,195,790,TRUE,53,"Many2",0,TRUE,FALSE,FALSE
"Few2",32,"puctor","recure",73,313,1101,TRUE,53,"Few2",0,TRUE,FALSE,FALSE
"More than half2",84,"coppar","hunene",127,248,702,TRUE,53,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",88,"russer","huttle",962,597,774,TRUE,53,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",54,"bameta","unzast",275,456,416,TRUE,53,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",33,"sporer","firtly",214,276,1269,TRUE,53,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",48,"ancits","smeath",707,1255,1475,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",44,"gukbar","soarse",541,1613,1146,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",49,"ancits","smeath",979,3215,1688,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",81,"chevel","podden",670,2304,1163,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Few2",95,"dorder","coggon",581,1187,1119,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"More than half2",8,"mecket","plumry",810,2787,1019,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",71,"umpond","marire",561,2823,1034,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",5,"bemble","squank",527,2021,1002,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Most2",40,"shurry","preser",677,3060,997,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"More than half2",83,"coppar","hunene",521,1115,1806,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",89,"pirter","secent",831,1066,1282,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Few2",16,"ingell","nalill",887,2341,1396,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Most2",24,"mecket","plumry",628,2165,766,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Most2",84,"cather","funder",565,2337,1297,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Most2",26,"kustle","reshix",609,2510,689,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Most2",3,"cosutz","spover",556,1483,1188,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"More than half2",3,"chulks","vulhor",652,3433,727,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",83,"umpond","marire",591,980,991,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Few2",32,"pliper","sesare",674,1297,2413,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"More than half2",85,"isbant","unairs",1438,1878,719,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Few2",32,"gukbar","soarse",693,166,1915,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Most2",44,"puggle","entand",800,2527,841,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Many2",23,"strant","potind",724,2955,1230,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"More than half2",27,"zetten","unfobs",647,3471,1934,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",48,"coppar","hunene",428,1828,1065,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Most2",85,"pliper","sesare",635,1988,988,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"More than half2",24,"hadder","ollidy",602,1133,620,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",15,"shrile","athoid",560,1050,1038,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",70,"pluset","stubad",707,1234,2174,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",27,"puggle","entand",553,1216,2817,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",18,"pluset","stubad",534,911,941,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",94,"pliper","sesare",653,2627,1037,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",23,"bemble","squank",663,742,719,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"More than half2",52,"chevel","podden",510,1028,1085,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Few2",9,"jallem","sildal",616,1580,1389,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",28,"werner","hurmer",670,1235,1790,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",98,"pobbit","spippy",636,3186,1042,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",64,"birler","enciad",632,830,789,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",57,"bameta","unzast",610,991,737,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",96,"dorder","coggon",693,966,936,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",20,"shrile","athoid",859,1599,1020,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Most2",4,"coamin","mucond",591,1223,1035,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",35,"spunge","wenple",534,2016,1069,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",76,"russer","huttle",629,979,950,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"More than half2",42,"shamer","bloifs",650,2287,776,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",38,"puggle","entand",669,915,873,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",56,"raster","movell",643,1002,1018,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Few2",68,"birler","enciad",755,1334,1443,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Few2",12,"fleeve","scalfs",758,887,813,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"More than half2",7,"clidge","hensly",648,1070,760,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",51,"bameta","unzast",627,925,3450,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",87,"pobbit","spippy",543,901,887,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",7,"mecket","plumry",596,1872,574,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Many2",44,"chadop","shaple",591,1423,922,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Many2",72,"kustle","reshix",647,863,1061,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"More than half2",22,"beckel","racual",649,1145,629,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",43,"cosutz","spover",567,753,713,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",31,"coamin","mucond",628,1194,1244,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",49,"zetten","unfobs",716,1366,1727,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Few2",74,"shrile","athoid",609,1067,2101,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Most2",16,"chadop","shaple",612,654,755,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",9,"chulks","vulhor",582,808,1145,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",49,"monter","melelt",743,1093,1320,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Many2",26,"fleeve","scalfs",584,1371,1009,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Few2",81,"werner","hurmer",499,1100,974,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Many2",21,"middor","drooty",543,2038,1459,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Many2",14,"devole","sholly",502,850,570,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Few2",82,"chulks","vulhor",533,608,1211,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",46,"chadop","shaple",625,2495,927,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",10,"hadder","ollidy",625,894,1040,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",31,"birler","enciad",642,853,799,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",78,"raster","movell",715,724,913,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",53,"isbant","unairs",720,876,1584,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"More than half2",77,"sporer","firtly",961,1147,930,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",90,"sporer","firtly",683,962,945,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",17,"strant","potind",632,1907,1247,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Few2",78,"schook","jabant",740,1556,1066,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Most2",82,"boddle","molill",602,863,657,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",84,"bemble","squank",644,2164,719,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",42,"devole","sholly",511,3480,1554,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",4,"monter","melelt",507,2548,938,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",51,"sporer","firtly",708,1375,1066,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Few2",84,"boddle","molill",696,811,866,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Most2",25,"beckel","racual",547,685,734,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Few2",89,"umpond","marire",590,848,766,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Many2",82,"boddle","molill",722,730,682,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Many2",44,"hadder","ollidy",639,693,1100,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",85,"russer","huttle",613,1394,855,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",91,"coppar","hunene",799,881,828,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",89,"jallem","sildal",1010,958,817,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"More than half2",2,"coamin","mucond",715,2832,637,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",67,"puctor","recure",641,992,1645,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"More than half2",61,"umpond","marire",667,853,805,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Few2",76,"menner","nandow",555,691,781,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Most2",91,"raster","movell",548,691,488,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Many2",72,"puggle","entand",621,770,667,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"More than half2",80,"puctor","recure",536,737,598,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",78,"boddle","molill",564,838,527,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",13,"shurry","preser",575,1221,1984,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Most2",86,"birler","enciad",612,1722,884,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Few2",81,"puctor","recure",482,723,1336,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",40,"beckel","racual",473,1066,824,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",43,"pengyl","sedest",452,1086,1276,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",69,"tecker","biller",473,1282,667,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",65,"chulks","vulhor",594,1049,971,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Fewer than half2",57,"bameta","unzast",525,1102,1306,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",25,"tecker","biller",439,1823,880,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"More than half2",47,"fleeve","scalfs",500,1200,947,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",87,"devole","sholly",613,1673,805,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"Most2",80,"devole","sholly",510,1865,704,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",95,"pluset","stubad",604,2026,1301,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",97,"pliper","sesare",457,2739,807,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",63,"cather","funder",561,1023,695,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",69,"russer","huttle",963,895,589,TRUE,54,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",4,"cosutz","spover",583,664,675,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Many2",55,"shurry","preser",552,840,1131,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Few2",83,"strant","potind",605,1216,1728,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Many2",49,"zetten","unfobs",560,1163,993,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Most2",63,"coppar","hunene",648,1752,547,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Most2",60,"menner","nandow",658,1658,1101,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"More than half2",33,"chadop","shaple",615,1630,732,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",29,"strant","potind",536,902,568,FALSE,54,"More than half2",0,TRUE,FALSE,FALSE
"Few2",31,"hadder","ollidy",511,1124,2193,TRUE,54,"Few2",0,TRUE,FALSE,FALSE
"Few2",56,"cather","funder",540,2081,936,FALSE,54,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",23,"schook","jabant",463,889,788,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",41,"chulks","vulhor",553,1099,1953,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Many2",97,"schook","jabant",357,703,755,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Most2",23,"monter","melelt",467,992,1060,FALSE,54,"Most2",0,TRUE,FALSE,FALSE
"Most2",77,"puctor","recure",432,913,864,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",77,"dorder","coggon",502,1180,1020,FALSE,54,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",5,"tiklet","hullaw",572,1272,1310,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",64,"chevel","podden",509,1138,974,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
"Many2",8,"clidge","hensly",561,949,659,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Most2",75,"dorder","coggon",513,776,590,TRUE,54,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",21,"middor","drooty",615,872,1656,TRUE,54,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",27,"pliper","sesare",840,1372,614,TRUE,54,"Many2",0,TRUE,FALSE,FALSE
"Many2",88,"werner","hurmer",625,1271,1450,FALSE,54,"Many2",1,TRUE,FALSE,FALSE
